Producing messages to topic 'device_topic'...
Sent: {'timestamp': 1757315458.5254443, 'temperature': 29.88, 'status': 'warning'}
Sent: {'timestamp': 1757316793.734497, 'temperature': 21.23, 'status': 'error'}
Sent: {'timestamp': 1757316794.0671616, 'temperature': 21.47, 'status': 'error'}
Sent: {'timestamp': 1757316794.400462, 'temperature': 21.14, 'status': 'error'}
Sent: {'timestamp': 1757316794.7342467, 'temperature': 26.08, 'status': 'ok'}
Sent: {'timestamp': 1757316795.06729, 'temperature': 24.36, 'status': 'ok'}
Sent: {'timestamp': 1757316795.3998067, 'temperature': 25.06, 'status': 'ok'}
Sent: {'timestamp': 1757316795.7327023, 'temperature': 23.44, 'status': 'error'}
Sent: {'timestamp': 1757316796.0658567, 'temperature': 29.1, 'status': 'ok'}
Sent: {'timestamp': 1757316796.3987765, 'temperature': 28.07, 'status': 'ok'}
Sent: {'timestamp': 1757316796.7315166, 'temperature': 20.36, 'status': 'warning'}
Sent: {'timestamp': 1757316797.064512, 'temperature': 21.44, 'status': 'warning'}
Sent: {'timestamp': 1757316797.398014, 'temperature': 21.65, 'status': 'warning'}
Sent: {'timestamp': 1757316797.7308533, 'temperature': 21.29, 'status': 'ok'}
Sent: {'timestamp': 1757316798.0639908, 'temperature': 21.34, 'status': 'ok'}
Sent: {'timestamp': 1757316798.397665, 'temperature': 28.11, 'status': 'warning'}
Sent: {'timestamp': 1757316798.7308338, 'temperature': 23.84, 'status': 'warning'}
Sent: {'timestamp': 1757316799.0648322, 'temperature': 26.24, 'status': 'warning'}
Sent: {'timestamp': 1757316799.3980298, 'temperature': 23.84, 'status': 'warning'}
Sent: {'timestamp': 1757316799.7308662, 'temperature': 20.82, 'status': 'warning'}
Sent: {'timestamp': 1757316802.7524452, 'temperature': 21.24, 'status': 'warning'}
Sent: {'timestamp': 1757316803.086543, 'temperature': 24.71, 'status': 'warning'}
Sent: {'timestamp': 1757316803.4228415, 'temperature': 23.36, 'status': 'ok'}
Sent: {'timestamp': 1757316803.7557912, 'temperature': 24.3, 'status': 'ok'}
Sent: {'timestamp': 1757316804.0885646, 'temperature': 25.38, 'status': 'warning'}
Sent: {'timestamp': 1757316804.422054, 'temperature': 20.66, 'status': 'ok'}
Sent: {'timestamp': 1757316804.754758, 'temperature': 27.54, 'status': 'warning'}
Sent: {'timestamp': 1757316805.0879874, 'temperature': 28.12, 'status': 'error'}
Sent: {'timestamp': 1757316805.4218128, 'temperature': 20.82, 'status': 'ok'}
Sent: {'timestamp': 1757316805.754484, 'temperature': 28.7, 'status': 'ok'}
Sent: {'timestamp': 1757316806.087384, 'temperature': 22.32, 'status': 'warning'}
Sent: {'timestamp': 1757316806.4211833, 'temperature': 21.44, 'status': 'ok'}
Sent: {'timestamp': 1757316806.7540753, 'temperature': 28.28, 'status': 'ok'}
Sent: {'timestamp': 1757316807.087672, 'temperature': 26.57, 'status': 'warning'}
Sent: {'timestamp': 1757316807.4208643, 'temperature': 23.07, 'status': 'ok'}
Sent: {'timestamp': 1757316807.754428, 'temperature': 23.98, 'status': 'error'}
Sent: {'timestamp': 1757316808.0873492, 'temperature': 29.19, 'status': 'warning'}
Sent: {'timestamp': 1757316808.420028, 'temperature': 26.25, 'status': 'ok'}
Sent: {'timestamp': 1757316808.7533853, 'temperature': 29.66, 'status': 'ok'}
Sent: {'timestamp': 1757316809.0858579, 'temperature': 27.13, 'status': 'error'}
Sent: {'timestamp': 1757316809.4191463, 'temperature': 27.82, 'status': 'error'}
Sent: {'timestamp': 1757316809.7517934, 'temperature': 28.49, 'status': 'error'}
Sent: {'timestamp': 1757316810.0831783, 'temperature': 24.03, 'status': 'ok'}
Sent: {'timestamp': 1757316810.4161606, 'temperature': 25.19, 'status': 'error'}
Sent: {'timestamp': 1757316810.74862, 'temperature': 25.06, 'status': 'error'}
Sent: {'timestamp': 1757316811.0816553, 'temperature': 27.15, 'status': 'ok'}
Sent: {'timestamp': 1757316811.4143589, 'temperature': 26.96, 'status': 'error'}
Sent: {'timestamp': 1757316811.746289, 'temperature': 25.63, 'status': 'error'}
Sent: {'timestamp': 1757316812.0784287, 'temperature': 25.56, 'status': 'warning'}
Sent: {'timestamp': 1757316812.4105232, 'temperature': 20.44, 'status': 'ok'}
Sent: {'timestamp': 1757316812.7429585, 'temperature': 26.9, 'status': 'warning'}
Sent: {'timestamp': 1757316813.0755007, 'temperature': 26.95, 'status': 'warning'}
Sent: {'timestamp': 1757316813.4083533, 'temperature': 25.83, 'status': 'error'}
Sent: {'timestamp': 1757316813.740758, 'temperature': 28.22, 'status': 'warning'}
Sent: {'timestamp': 1757316814.073083, 'temperature': 21.93, 'status': 'warning'}
Sent: {'timestamp': 1757316814.405447, 'temperature': 27.64, 'status': 'ok'}
Sent: {'timestamp': 1757316814.7379704, 'temperature': 29.25, 'status': 'ok'}
Sent: {'timestamp': 1757316815.0702884, 'temperature': 21.15, 'status': 'error'}
Sent: {'timestamp': 1757316815.4032543, 'temperature': 29.57, 'status': 'ok'}
Sent: {'timestamp': 1757316815.7358265, 'temperature': 23.34, 'status': 'error'}
Sent: {'timestamp': 1757316816.0684311, 'temperature': 25.78, 'status': 'ok'}
Sent: {'timestamp': 1757316816.4008577, 'temperature': 23.42, 'status': 'ok'}
Sent: {'timestamp': 1757316816.7331603, 'temperature': 29.0, 'status': 'warning'}
Sent: {'timestamp': 1757316817.0656273, 'temperature': 20.55, 'status': 'warning'}
Sent: {'timestamp': 1757316817.3980627, 'temperature': 25.94, 'status': 'error'}
Sent: {'timestamp': 1757316817.730591, 'temperature': 25.79, 'status': 'error'}
Sent: {'timestamp': 1757316818.0631776, 'temperature': 29.03, 'status': 'warning'}
Sent: {'timestamp': 1757316818.3957112, 'temperature': 28.15, 'status': 'ok'}
Sent: {'timestamp': 1757316818.7281275, 'temperature': 29.53, 'status': 'warning'}
Sent: {'timestamp': 1757316819.0604382, 'temperature': 28.28, 'status': 'error'}
Sent: {'timestamp': 1757316819.3929136, 'temperature': 23.07, 'status': 'error'}
Sent: {'timestamp': 1757316819.7254715, 'temperature': 23.61, 'status': 'warning'}
Sent: {'timestamp': 1757316820.057927, 'temperature': 21.76, 'status': 'error'}
Sent: {'timestamp': 1757316820.3903477, 'temperature': 26.65, 'status': 'ok'}
Sent: {'timestamp': 1757316820.723168, 'temperature': 22.81, 'status': 'error'}
Sent: {'timestamp': 1757316821.0558872, 'temperature': 22.77, 'status': 'ok'}
Sent: {'timestamp': 1757316821.3882868, 'temperature': 22.58, 'status': 'ok'}
Sent: {'timestamp': 1757316821.7208884, 'temperature': 22.15, 'status': 'ok'}
Sent: {'timestamp': 1757316822.053381, 'temperature': 28.04, 'status': 'error'}
Sent: {'timestamp': 1757316822.3858535, 'temperature': 25.74, 'status': 'error'}
Sent: {'timestamp': 1757316822.7185438, 'temperature': 23.29, 'status': 'error'}
Sent: {'timestamp': 1757316823.051379, 'temperature': 27.12, 'status': 'error'}
Sent: {'timestamp': 1757316823.3840225, 'temperature': 24.94, 'status': 'warning'}
Sent: {'timestamp': 1757316823.7169816, 'temperature': 20.36, 'status': 'warning'}
Sent: {'timestamp': 1757316824.0495315, 'temperature': 22.43, 'status': 'error'}
Sent: {'timestamp': 1757316824.381857, 'temperature': 20.37, 'status': 'ok'}
Sent: {'timestamp': 1757316824.7150407, 'temperature': 23.34, 'status': 'warning'}
Sent: {'timestamp': 1757316825.0474143, 'temperature': 23.56, 'status': 'error'}
Sent: {'timestamp': 1757316825.3799195, 'temperature': 22.44, 'status': 'error'}
Sent: {'timestamp': 1757316825.7123756, 'temperature': 24.13, 'status': 'ok'}
Sent: {'timestamp': 1757316826.0447972, 'temperature': 23.46, 'status': 'warning'}
Sent: {'timestamp': 1757316826.377708, 'temperature': 20.59, 'status': 'error'}
Sent: {'timestamp': 1757316826.7103171, 'temperature': 21.33, 'status': 'ok'}
Sent: {'timestamp': 1757316827.0427845, 'temperature': 28.09, 'status': 'warning'}
Sent: {'timestamp': 1757316827.375192, 'temperature': 21.95, 'status': 'warning'}
Sent: {'timestamp': 1757316827.7077436, 'temperature': 24.1, 'status': 'ok'}
Sent: {'timestamp': 1757316828.0404398, 'temperature': 24.61, 'status': 'ok'}
Sent: {'timestamp': 1757316828.3729308, 'temperature': 24.86, 'status': 'error'}
Sent: {'timestamp': 1757316828.7055511, 'temperature': 22.96, 'status': 'error'}
Sent: {'timestamp': 1757316829.038094, 'temperature': 20.21, 'status': 'error'}
Sent: {'timestamp': 1757316829.3706582, 'temperature': 27.78, 'status': 'ok'}
Sent: {'timestamp': 1757316829.7031143, 'temperature': 25.65, 'status': 'error'}
Sent: {'timestamp': 1757316830.0355651, 'temperature': 26.19, 'status': 'ok'}
Sent: {'timestamp': 1757316830.3679018, 'temperature': 20.16, 'status': 'warning'}
Sent: {'timestamp': 1757316830.700613, 'temperature': 25.77, 'status': 'warning'}
Sent: {'timestamp': 1757316831.0330336, 'temperature': 24.4, 'status': 'ok'}
Sent: {'timestamp': 1757316831.3654654, 'temperature': 28.27, 'status': 'warning'}
Sent: {'timestamp': 1757316831.6982303, 'temperature': 26.0, 'status': 'warning'}
Sent: {'timestamp': 1757316832.030749, 'temperature': 29.05, 'status': 'warning'}
Sent: {'timestamp': 1757316832.3634007, 'temperature': 26.15, 'status': 'ok'}
Sent: {'timestamp': 1757316832.695938, 'temperature': 29.05, 'status': 'warning'}
Sent: {'timestamp': 1757316833.0287762, 'temperature': 29.3, 'status': 'error'}
Sent: {'timestamp': 1757316833.3615968, 'temperature': 28.69, 'status': 'warning'}
Sent: {'timestamp': 1757316833.6942897, 'temperature': 27.16, 'status': 'ok'}
Sent: {'timestamp': 1757316834.0272994, 'temperature': 20.19, 'status': 'ok'}
Sent: {'timestamp': 1757316834.3600688, 'temperature': 24.64, 'status': 'ok'}
Sent: {'timestamp': 1757316834.6916106, 'temperature': 28.89, 'status': 'ok'}
Sent: {'timestamp': 1757316837.7126293, 'temperature': 24.28, 'status': 'warning'}
Sent: {'timestamp': 1757316838.0440967, 'temperature': 27.58, 'status': 'ok'}
Sent: {'timestamp': 1757316838.3756359, 'temperature': 26.25, 'status': 'ok'}
Sent: {'timestamp': 1757316838.7084806, 'temperature': 20.07, 'status': 'error'}
Sent: {'timestamp': 1757316839.0413768, 'temperature': 20.47, 'status': 'ok'}
Sent: {'timestamp': 1757316839.3740222, 'temperature': 29.91, 'status': 'ok'}
Sent: {'timestamp': 1757316839.7066357, 'temperature': 29.91, 'status': 'warning'}
Sent: {'timestamp': 1757316840.0410674, 'temperature': 28.37, 'status': 'warning'}
Sent: {'timestamp': 1757316840.3740783, 'temperature': 24.94, 'status': 'error'}
Sent: {'timestamp': 1757316840.7071488, 'temperature': 21.08, 'status': 'warning'}
Sent: {'timestamp': 1757316841.0401328, 'temperature': 27.29, 'status': 'warning'}
Sent: {'timestamp': 1757316841.3725758, 'temperature': 24.11, 'status': 'error'}
Sent: {'timestamp': 1757316841.7063708, 'temperature': 24.61, 'status': 'warning'}
Sent: {'timestamp': 1757316842.0391676, 'temperature': 28.03, 'status': 'error'}
Sent: {'timestamp': 1757316842.3721538, 'temperature': 25.74, 'status': 'ok'}
Sent: {'timestamp': 1757316842.7047331, 'temperature': 26.65, 'status': 'ok'}
Sent: {'timestamp': 1757316843.0376947, 'temperature': 26.98, 'status': 'error'}
Sent: {'timestamp': 1757316843.3703222, 'temperature': 27.05, 'status': 'ok'}
Sent: {'timestamp': 1757316843.7029986, 'temperature': 22.78, 'status': 'error'}
Sent: {'timestamp': 1757316844.0360591, 'temperature': 24.08, 'status': 'error'}
Sent: {'timestamp': 1757316844.368704, 'temperature': 22.55, 'status': 'warning'}
Sent: {'timestamp': 1757316844.7012854, 'temperature': 24.61, 'status': 'error'}
Sent: {'timestamp': 1757316845.0335555, 'temperature': 24.79, 'status': 'error'}
Sent: {'timestamp': 1757316845.3702047, 'temperature': 29.49, 'status': 'warning'}
Sent: {'timestamp': 1757316845.7016246, 'temperature': 21.92, 'status': 'ok'}
Sent: {'timestamp': 1757316846.0347817, 'temperature': 29.78, 'status': 'error'}
Sent: {'timestamp': 1757316846.3672476, 'temperature': 25.92, 'status': 'warning'}
Sent: {'timestamp': 1757316846.6997597, 'temperature': 25.79, 'status': 'warning'}
Sent: {'timestamp': 1757316847.032445, 'temperature': 20.62, 'status': 'warning'}
Sent: {'timestamp': 1757316847.364887, 'temperature': 25.84, 'status': 'error'}
Sent: {'timestamp': 1757316847.6962414, 'temperature': 23.78, 'status': 'error'}
Sent: {'timestamp': 1757316848.0276213, 'temperature': 23.53, 'status': 'ok'}
Sent: {'timestamp': 1757316848.360317, 'temperature': 25.66, 'status': 'error'}
Sent: {'timestamp': 1757316848.6929753, 'temperature': 20.8, 'status': 'warning'}
Sent: {'timestamp': 1757316849.0253742, 'temperature': 26.76, 'status': 'warning'}
Sent: {'timestamp': 1757316849.3577845, 'temperature': 23.37, 'status': 'error'}
Sent: {'timestamp': 1757316849.689532, 'temperature': 26.66, 'status': 'error'}
Sent: {'timestamp': 1757316850.0218985, 'temperature': 20.67, 'status': 'error'}
Sent: {'timestamp': 1757316850.3544972, 'temperature': 24.98, 'status': 'error'}
Sent: {'timestamp': 1757316850.6883438, 'temperature': 27.38, 'status': 'warning'}
Sent: {'timestamp': 1757316851.0215373, 'temperature': 21.82, 'status': 'ok'}
Sent: {'timestamp': 1757316851.354664, 'temperature': 25.73, 'status': 'ok'}
Sent: {'timestamp': 1757316851.6882567, 'temperature': 23.91, 'status': 'error'}
Sent: {'timestamp': 1757316852.0211787, 'temperature': 21.6, 'status': 'ok'}
Sent: {'timestamp': 1757316852.3544028, 'temperature': 22.48, 'status': 'error'}
Sent: {'timestamp': 1757316852.6871176, 'temperature': 21.52, 'status': 'ok'}
Sent: {'timestamp': 1757316853.0202198, 'temperature': 24.19, 'status': 'error'}
Sent: {'timestamp': 1757316853.3543687, 'temperature': 21.85, 'status': 'ok'}
Sent: {'timestamp': 1757316853.6873076, 'temperature': 24.39, 'status': 'error'}
Sent: {'timestamp': 1757316854.0209787, 'temperature': 22.09, 'status': 'ok'}
Sent: {'timestamp': 1757316854.3541737, 'temperature': 27.97, 'status': 'ok'}
Sent: {'timestamp': 1757316854.6870344, 'temperature': 22.16, 'status': 'ok'}
Sent: {'timestamp': 1757316855.0198364, 'temperature': 26.9, 'status': 'warning'}
Sent: {'timestamp': 1757316855.3529325, 'temperature': 21.15, 'status': 'warning'}
Sent: {'timestamp': 1757316855.68578, 'temperature': 22.96, 'status': 'ok'}
Sent: {'timestamp': 1757316856.0186145, 'temperature': 23.64, 'status': 'error'}
Sent: {'timestamp': 1757316856.3517954, 'temperature': 29.3, 'status': 'error'}
Sent: {'timestamp': 1757316856.6851282, 'temperature': 23.92, 'status': 'warning'}
Sent: {'timestamp': 1757316857.0181704, 'temperature': 27.05, 'status': 'ok'}
Sent: {'timestamp': 1757316857.3515787, 'temperature': 29.06, 'status': 'ok'}
Sent: {'timestamp': 1757316857.6848843, 'temperature': 23.61, 'status': 'warning'}
Sent: {'timestamp': 1757316858.0183969, 'temperature': 23.7, 'status': 'ok'}
Sent: {'timestamp': 1757316858.3514316, 'temperature': 29.62, 'status': 'warning'}
Sent: {'timestamp': 1757316858.6842246, 'temperature': 26.97, 'status': 'ok'}
Sent: {'timestamp': 1757316859.0173705, 'temperature': 21.95, 'status': 'ok'}
Sent: {'timestamp': 1757316859.3500144, 'temperature': 24.36, 'status': 'error'}
Sent: {'timestamp': 1757316859.6824515, 'temperature': 27.2, 'status': 'ok'}
Sent: {'timestamp': 1757316860.0157914, 'temperature': 27.49, 'status': 'error'}
Sent: {'timestamp': 1757316860.3485866, 'temperature': 27.61, 'status': 'ok'}
Sent: {'timestamp': 1757316860.6821814, 'temperature': 22.22, 'status': 'warning'}
Sent: {'timestamp': 1757316861.015127, 'temperature': 26.18, 'status': 'ok'}
Sent: {'timestamp': 1757316861.348303, 'temperature': 25.47, 'status': 'warning'}
Sent: {'timestamp': 1757316861.681874, 'temperature': 28.08, 'status': 'ok'}
Sent: {'timestamp': 1757316862.0146701, 'temperature': 20.38, 'status': 'warning'}
Sent: {'timestamp': 1757316862.34817, 'temperature': 23.17, 'status': 'warning'}
Sent: {'timestamp': 1757316862.6814106, 'temperature': 22.41, 'status': 'error'}
Sent: {'timestamp': 1757316863.0149243, 'temperature': 22.93, 'status': 'error'}
Sent: {'timestamp': 1757316863.3483837, 'temperature': 29.13, 'status': 'error'}
Sent: {'timestamp': 1757316863.6812825, 'temperature': 24.48, 'status': 'error'}
Sent: {'timestamp': 1757316864.0151525, 'temperature': 25.8, 'status': 'error'}
Sent: {'timestamp': 1757316864.34717, 'temperature': 25.72, 'status': 'warning'}
Sent: {'timestamp': 1757316864.6791706, 'temperature': 28.3, 'status': 'ok'}
Sent: {'timestamp': 1757316865.0115175, 'temperature': 29.37, 'status': 'ok'}
Sent: {'timestamp': 1757316865.344329, 'temperature': 22.54, 'status': 'warning'}
Sent: {'timestamp': 1757316865.676581, 'temperature': 25.47, 'status': 'warning'}
Sent: {'timestamp': 1757316866.009778, 'temperature': 23.88, 'status': 'ok'}
Sent: {'timestamp': 1757316866.3431113, 'temperature': 26.68, 'status': 'warning'}
Sent: {'timestamp': 1757316866.6782384, 'temperature': 22.21, 'status': 'error'}
Sent: {'timestamp': 1757316867.0112824, 'temperature': 25.21, 'status': 'error'}
Sent: {'timestamp': 1757316867.34523, 'temperature': 29.07, 'status': 'warning'}
Sent: {'timestamp': 1757316867.678711, 'temperature': 27.57, 'status': 'warning'}
Sent: {'timestamp': 1757316868.0116355, 'temperature': 22.69, 'status': 'error'}
Sent: {'timestamp': 1757316868.3445625, 'temperature': 23.42, 'status': 'ok'}
Sent: {'timestamp': 1757316868.6774466, 'temperature': 25.05, 'status': 'error'}
Sent: {'timestamp': 1757316869.0104742, 'temperature': 26.98, 'status': 'ok'}
Sent: {'timestamp': 1757316869.3444188, 'temperature': 23.93, 'status': 'ok'}
Sent: {'timestamp': 1757316869.6775646, 'temperature': 24.37, 'status': 'error'}
Sent: {'timestamp': 1757316872.7181973, 'temperature': 20.08, 'status': 'error'}
Sent: {'timestamp': 1757316873.0519707, 'temperature': 24.14, 'status': 'error'}
Sent: {'timestamp': 1757316873.3854687, 'temperature': 22.84, 'status': 'warning'}
Sent: {'timestamp': 1757316873.7190392, 'temperature': 24.9, 'status': 'ok'}
Sent: {'timestamp': 1757316874.0531547, 'temperature': 26.54, 'status': 'error'}
Sent: {'timestamp': 1757316874.3865416, 'temperature': 26.54, 'status': 'error'}
Sent: {'timestamp': 1757316874.7201343, 'temperature': 26.77, 'status': 'error'}
Sent: {'timestamp': 1757316875.0535464, 'temperature': 27.9, 'status': 'error'}
Sent: {'timestamp': 1757316875.3870277, 'temperature': 26.37, 'status': 'ok'}
Sent: {'timestamp': 1757316875.7204287, 'temperature': 25.49, 'status': 'error'}
Sent: {'timestamp': 1757316876.0541239, 'temperature': 28.35, 'status': 'error'}
Sent: {'timestamp': 1757316876.3904717, 'temperature': 23.33, 'status': 'ok'}
Sent: {'timestamp': 1757316876.7353814, 'temperature': 23.03, 'status': 'ok'}
Sent: {'timestamp': 1757316877.0685518, 'temperature': 29.36, 'status': 'warning'}
Sent: {'timestamp': 1757316877.4013946, 'temperature': 20.44, 'status': 'error'}
Sent: {'timestamp': 1757316877.7329807, 'temperature': 26.33, 'status': 'ok'}
Sent: {'timestamp': 1757316878.0656476, 'temperature': 20.53, 'status': 'warning'}
Sent: {'timestamp': 1757316878.398371, 'temperature': 27.8, 'status': 'error'}
Sent: {'timestamp': 1757316878.7308552, 'temperature': 24.9, 'status': 'error'}
Sent: {'timestamp': 1757316879.0637302, 'temperature': 20.29, 'status': 'error'}
Sent: {'timestamp': 1757316879.3966558, 'temperature': 20.44, 'status': 'error'}
Sent: {'timestamp': 1757316879.7298253, 'temperature': 28.63, 'status': 'error'}
Sent: {'timestamp': 1757316880.062909, 'temperature': 23.7, 'status': 'ok'}
Sent: {'timestamp': 1757316880.3967373, 'temperature': 23.7, 'status': 'ok'}
Sent: {'timestamp': 1757316880.7296417, 'temperature': 25.56, 'status': 'warning'}
Sent: {'timestamp': 1757316881.0630736, 'temperature': 25.49, 'status': 'ok'}
Sent: {'timestamp': 1757316881.3968184, 'temperature': 24.61, 'status': 'warning'}
Sent: {'timestamp': 1757316881.730145, 'temperature': 26.61, 'status': 'warning'}
Sent: {'timestamp': 1757316882.0630534, 'temperature': 24.71, 'status': 'warning'}
Sent: {'timestamp': 1757316882.3984993, 'temperature': 25.39, 'status': 'ok'}
Sent: {'timestamp': 1757316882.7312198, 'temperature': 21.53, 'status': 'ok'}
Sent: {'timestamp': 1757316883.0641303, 'temperature': 27.86, 'status': 'error'}
Sent: {'timestamp': 1757316883.3970976, 'temperature': 26.14, 'status': 'warning'}
Sent: {'timestamp': 1757316883.7294388, 'temperature': 26.06, 'status': 'warning'}
Sent: {'timestamp': 1757316884.0620527, 'temperature': 20.31, 'status': 'ok'}
Sent: {'timestamp': 1757316884.3952134, 'temperature': 22.04, 'status': 'error'}
Sent: {'timestamp': 1757316884.7280614, 'temperature': 21.65, 'status': 'ok'}
Sent: {'timestamp': 1757316885.0625834, 'temperature': 28.9, 'status': 'error'}
Sent: {'timestamp': 1757316885.39576, 'temperature': 22.24, 'status': 'ok'}
Sent: {'timestamp': 1757316885.7290623, 'temperature': 24.34, 'status': 'ok'}
Sent: {'timestamp': 1757316886.0622923, 'temperature': 22.39, 'status': 'error'}
Sent: {'timestamp': 1757316886.3949602, 'temperature': 27.94, 'status': 'error'}
Sent: {'timestamp': 1757316886.7280602, 'temperature': 23.41, 'status': 'ok'}
Sent: {'timestamp': 1757316887.061113, 'temperature': 21.41, 'status': 'ok'}
Sent: {'timestamp': 1757316887.394081, 'temperature': 25.85, 'status': 'warning'}
Sent: {'timestamp': 1757316887.7268791, 'temperature': 22.25, 'status': 'warning'}
Sent: {'timestamp': 1757316888.0602212, 'temperature': 26.19, 'status': 'error'}
Sent: {'timestamp': 1757316888.393655, 'temperature': 22.89, 'status': 'error'}
Sent: {'timestamp': 1757316888.7261841, 'temperature': 23.84, 'status': 'ok'}
Sent: {'timestamp': 1757316889.0590572, 'temperature': 29.77, 'status': 'warning'}
Sent: {'timestamp': 1757316889.3927913, 'temperature': 27.61, 'status': 'warning'}
Sent: {'timestamp': 1757316889.7263486, 'temperature': 28.79, 'status': 'warning'}
Sent: {'timestamp': 1757316890.059393, 'temperature': 25.37, 'status': 'error'}
Sent: {'timestamp': 1757316890.392466, 'temperature': 22.92, 'status': 'error'}
Sent: {'timestamp': 1757316890.7257352, 'temperature': 23.36, 'status': 'ok'}
Sent: {'timestamp': 1757316891.0586185, 'temperature': 27.46, 'status': 'ok'}
Sent: {'timestamp': 1757316891.3919203, 'temperature': 26.19, 'status': 'error'}
Sent: {'timestamp': 1757316891.7251558, 'temperature': 28.44, 'status': 'ok'}
Sent: {'timestamp': 1757316892.05849, 'temperature': 25.3, 'status': 'warning'}
Sent: {'timestamp': 1757316892.3920014, 'temperature': 23.59, 'status': 'error'}
Sent: {'timestamp': 1757316892.7249599, 'temperature': 22.74, 'status': 'error'}
Sent: {'timestamp': 1757316893.057939, 'temperature': 28.53, 'status': 'warning'}
Sent: {'timestamp': 1757316893.3910787, 'temperature': 24.23, 'status': 'warning'}
Sent: {'timestamp': 1757316893.724107, 'temperature': 22.94, 'status': 'error'}
Sent: {'timestamp': 1757316894.0574937, 'temperature': 21.86, 'status': 'error'}
Sent: {'timestamp': 1757316894.397751, 'temperature': 25.21, 'status': 'error'}
Sent: {'timestamp': 1757316894.7307951, 'temperature': 23.29, 'status': 'ok'}
Sent: {'timestamp': 1757316895.063999, 'temperature': 23.15, 'status': 'error'}
Sent: {'timestamp': 1757316895.3969078, 'temperature': 23.36, 'status': 'warning'}
Sent: {'timestamp': 1757316895.7300904, 'temperature': 24.0, 'status': 'error'}
Sent: {'timestamp': 1757316896.0635405, 'temperature': 23.16, 'status': 'error'}
Sent: {'timestamp': 1757316896.3957703, 'temperature': 27.82, 'status': 'warning'}
Sent: {'timestamp': 1757316896.7294216, 'temperature': 27.47, 'status': 'error'}
Sent: {'timestamp': 1757316897.0625708, 'temperature': 29.84, 'status': 'error'}
Sent: {'timestamp': 1757316897.3961823, 'temperature': 24.78, 'status': 'error'}
Sent: {'timestamp': 1757316897.729392, 'temperature': 20.85, 'status': 'ok'}
Sent: {'timestamp': 1757316898.0629334, 'temperature': 25.59, 'status': 'error'}
Sent: {'timestamp': 1757316898.3964963, 'temperature': 24.1, 'status': 'error'}
Sent: {'timestamp': 1757316898.7296662, 'temperature': 21.95, 'status': 'error'}
Sent: {'timestamp': 1757316899.0629025, 'temperature': 24.71, 'status': 'warning'}
Sent: {'timestamp': 1757316899.3960624, 'temperature': 27.02, 'status': 'ok'}
Sent: {'timestamp': 1757316899.7295358, 'temperature': 27.07, 'status': 'warning'}
Sent: {'timestamp': 1757316900.0628848, 'temperature': 26.47, 'status': 'error'}
Sent: {'timestamp': 1757316900.3959045, 'temperature': 26.63, 'status': 'error'}
Sent: {'timestamp': 1757316900.7291253, 'temperature': 24.38, 'status': 'ok'}
Sent: {'timestamp': 1757316901.0621903, 'temperature': 24.55, 'status': 'warning'}
Sent: {'timestamp': 1757316901.3953621, 'temperature': 21.65, 'status': 'ok'}
Sent: {'timestamp': 1757316901.7282453, 'temperature': 22.29, 'status': 'error'}
Sent: {'timestamp': 1757316902.0616121, 'temperature': 25.34, 'status': 'warning'}
Sent: {'timestamp': 1757316902.3946166, 'temperature': 23.0, 'status': 'error'}
Sent: {'timestamp': 1757316902.7272243, 'temperature': 26.01, 'status': 'ok'}
Sent: {'timestamp': 1757316903.0609353, 'temperature': 26.04, 'status': 'error'}
Sent: {'timestamp': 1757316903.3943372, 'temperature': 21.1, 'status': 'ok'}
Sent: {'timestamp': 1757316903.7278275, 'temperature': 27.96, 'status': 'ok'}
Sent: {'timestamp': 1757316904.061756, 'temperature': 21.13, 'status': 'ok'}
Sent: {'timestamp': 1757316904.3956685, 'temperature': 27.14, 'status': 'error'}
Sent: {'timestamp': 1757316904.7291687, 'temperature': 27.74, 'status': 'ok'}
Sent: {'timestamp': 1757316907.769768, 'temperature': 29.7, 'status': 'error'}
Sent: {'timestamp': 1757316908.103972, 'temperature': 28.4, 'status': 'warning'}
Sent: {'timestamp': 1757316908.4375875, 'temperature': 23.91, 'status': 'error'}
Sent: {'timestamp': 1757316908.7705734, 'temperature': 23.75, 'status': 'ok'}
Sent: {'timestamp': 1757316909.1022878, 'temperature': 29.55, 'status': 'warning'}
Sent: {'timestamp': 1757316909.4342477, 'temperature': 23.63, 'status': 'ok'}
Sent: {'timestamp': 1757316909.767863, 'temperature': 22.59, 'status': 'warning'}
Sent: {'timestamp': 1757316910.1013036, 'temperature': 26.11, 'status': 'warning'}
Sent: {'timestamp': 1757316910.4348834, 'temperature': 23.06, 'status': 'warning'}
Sent: {'timestamp': 1757316910.7683325, 'temperature': 26.19, 'status': 'warning'}
Sent: {'timestamp': 1757316911.1021507, 'temperature': 25.68, 'status': 'error'}
Sent: {'timestamp': 1757316911.4352233, 'temperature': 29.11, 'status': 'ok'}
Sent: {'timestamp': 1757316911.7682862, 'temperature': 28.66, 'status': 'error'}
Sent: {'timestamp': 1757316912.101563, 'temperature': 20.28, 'status': 'error'}
Sent: {'timestamp': 1757316912.4345286, 'temperature': 21.22, 'status': 'error'}
Sent: {'timestamp': 1757316912.7671506, 'temperature': 28.79, 'status': 'ok'}
Sent: {'timestamp': 1757316913.1039577, 'temperature': 29.66, 'status': 'error'}
Sent: {'timestamp': 1757316913.4355938, 'temperature': 24.34, 'status': 'warning'}
